StateAbbr,PlaceName,Population2010,LATITUDE,LONGITUDE
AL,Birmingham,212237,33.5275663773,-86.7988174678
AL,Hoover,81619,33.3767602729,-86.8051937568
AL,Huntsville,180105,34.6989692671,-86.6387042882
AL,Mobile,195111,30.6776248648,-88.1184482714
AL,Montgomery,205764,32.3472645333,-86.2677059552
AL,Tuscaloosa,90468,33.2336083951,-87.5268004073
AK,Anchorage,291826,61.149868731,-149.111113424
AZ,Avondale,76238,33.3858367405,-112.323626619
AZ,Chandler,236123,33.28318981,-111.852210033
AZ,Gilbert,208453,33.310149392,-111.746237467
AZ,Glendale,226721,33.5796123089,-112.225306421
AZ,Mesa,439041,33.4022837359,-111.718721181
AZ,Peoria,154065,33.7847206422,-112.298680584
AZ,Phoenix,1445632,33.5724138695,-112.088995222
AZ,Scottsdale,217385,33.6872493651,-111.865085877
AZ,Surprise,117517,33.6803835177,-112.452218439
AZ,Tempe,161719,33.3882640307,-111.931802302
AZ,Tucson,520116,32.1567244483,-110.877085494
AZ,Yuma,93064,32.5986027117,-114.54836837
AR,Fayetteville,73580,36.0712117312,-94.1659600436
AR,Fort Smith,86209,35.3491692636,-94.3696317306
AR,Jonesboro,67263,35.8208121538,-90.6794991686
AR,Little Rock,193524,34.7253957894,-92.3583751863
AR,Springdale,69797,36.1869932598,-94.1536274531
CA,Alameda,73812,37.7650849031,-122.266489842
CA,Alhambra,83089,34.0839734383,-118.135514119
CA,Anaheim,336265,33.8389076996,-117.857613481
CA,Antioch,102372,37.9777042922,-121.796606971
CA,Apple Valley,69135,34.5315984948,-117.211012664
CA,Bakersfield,347483,35.3513302855,-119.029786003
CA,Baldwin Park,75390,34.082871519,-117.972100918
CA,Bellflower,76616,33.8880417923,-118.127100236
CA,Berkeley,112580,37.8725678765,-122.274907975
CA,Buena Park,80530,33.8572126844,-118.004517591
CA,Burbank,103340,34.1879799605,-118.323429032
CA,Carlsbad,105328,33.1248051026,-117.282903303
CA,Carson,91714,33.8374083001,-118.255936422
CA,Chico,86187,39.7568503668,-121.815983972
CA,Chino,77983,33.983588126,-117.665296584
CA,Chino Hills,74799,33.950774546,-117.725326968
CA,Chula Vista,243916,32.6282964262,-117.010042407
CA,Citrus Heights,83301,38.6947788342,-121.287991502
CA,Clovis,95631,36.8289400179,-119.68665285
CA,Compton,96455,33.892965693,-118.227506568
CA,Concord,122067,37.9721810307,-122.001588036
CA,Corona,152374,33.8623571787,-117.564224471
CA,Costa Mesa,109960,33.6667651353,-117.91350475
CA,Daly City,101123,37.6861552276,-122.468298024
CA,Downey,111772,33.937867256,-118.131150116
CA,El Cajon,99478,32.8016581921,-116.960483614
CA,Elk Grove,153015,38.4159992006,-121.384137762
CA,El Monte,113475,34.073919653,-118.029071951
CA,Escondido,143911,33.1346952955,-117.072122618
CA,Fairfield,105321,38.2558446343,-122.039303253
CA,Folsom,72203,38.6750494328,-121.147605753
CA,Fontana,196069,34.0974227833,-117.459241285
CA,Fremont,214089,37.5278685405,-121.984121512
CA,Fresno,494665,36.7826786711,-119.794126569
CA,Fullerton,135161,33.8840378013,-117.927850895
CA,Garden Grove,170883,33.7786940635,-117.960111162
CA,Glendale,191719,34.181889373,-118.24676666
CA,Hawthorne,84293,33.914667701,-118.347667728
CA,Hayward,144186,37.6329591551,-122.077051051
CA,Hemet,78657,33.7352277311,-116.994605005
CA,Hesperia,90173,34.3973476773,-117.314392219
CA,Huntington Beach,189992,33.6952749077,-118.001810806
CA,Indio,76036,33.7298067837,-116.237258141
CA,Inglewood,109673,33.9565748018,-118.344444926
CA,Irvine,212375,33.6780108904,-117.773633283
CA,Lake Forest,77264,33.6634128948,-117.670683341
CA,Lakewood,80048,33.8470531941,-118.122204765
CA,Lancaster,156633,34.6934347017,-118.175306356
CA,Livermore,80968,37.6865101361,-121.764357841
CA,Long Beach,462257,33.8060144825,-118.160894146
CA,Los Angeles,3792621,34.1182277898,-118.408500088
CA,Lynwood,69772,33.9239616867,-118.201648375
CA,Manteca,67096,37.7961925102,-121.231230612
CA,Menifee,77519,33.6909533045,-117.18487699
CA,Merced,78958,37.3055863217,-120.477710571
CA,Milpitas,66790,37.433869763,-121.892083025
CA,Mission Viejo,93305,33.6095976891,-117.655029608
CA,Modesto,201165,37.6615478221,-120.988548061
CA,Moreno Valley,193365,33.9244314112,-117.204501895
CA,Mountain View,74066,37.3999252379,-122.079544343
CA,Murrieta,103466,33.5719743356,-117.190921143
CA,Napa,76915,38.2980424649,-122.301093331
CA,Newport Beach,85186,33.6150103607,-117.867364631
CA,Norwalk,105549,33.9068808228,-118.082915204
CA,Oakland,390724,37.790878035,-122.214859257
CA,Oceanside,167086,33.2247457474,-117.308200285
CA,Ontario,163924,34.0392649464,-117.606427103
CA,Orange,136416,33.8046419567,-117.8231855
CA,Oxnard,197899,34.1959237731,-119.18187657
CA,Palmdale,152750,34.5944899803,-118.105772328
CA,Pasadena,137122,34.1597634806,-118.138921644
CA,Perris,68386,33.7897346094,-117.223291831
CA,Pleasanton,70285,37.6656092171,-121.880775002
CA,Pomona,149058,34.0585026366,-117.762551658
CA,Rancho Cucamonga,165269,34.1245895555,-117.56617587
CA,Redding,89861,40.5697591271,-122.365026322
CA,Redlands,68747,34.0511315317,-117.170935294
CA,Redondo Beach,66748,33.8575280159,-118.376567893
CA,Redwood City,76815,37.5009145276,-122.224767617
CA,Rialto,99171,34.1128158089,-117.388535978
CA,Richmond,103701,37.9479710365,-122.336803759
CA,Riverside,303871,33.9381251685,-117.394845824
CA,Roseville,118788,38.7657516182,-121.302847708
CA,Sacramento,466488,38.5666321567,-121.468299801
CA,Salinas,150441,36.6889174321,-121.631811961
CA,San Bernardino,209924,34.1392322844,-117.295272732
CA,San Buenaventura (Ventura),106433,34.2743610206,-119.231436551
CA,San Diego,1307402,32.8355639418,-117.119792061
CA,San Francisco,805235,37.7559136611,-122.440987876
CA,San Jose,945942,37.3003963176,-121.847228423
CA,San Leandro,84950,37.7074299262,-122.159061655
CA,San Marcos,83781,33.134965986,-117.174363098
CA,San Mateo,97207,37.5518226893,-122.312390346
CA,San Ramon,72148,37.7623705462,-121.938150371
CA,Santa Ana,324528,33.7366948419,-117.881890237
CA,Santa Barbara,88410,34.4285733874,-119.720187334
CA,Santa Clara,116468,37.3646197504,-121.967932117
CA,Santa Clarita,176320,34.4119039185,-118.503504698
CA,Santa Maria,99553,34.9333735757,-120.443326954
CA,Santa Monica,89736,34.0231891612,-118.481563937
CA,Santa Rosa,167815,38.4464423102,-122.706005935
CA,Simi Valley,124237,34.2662462857,-118.748980462
CA,South Gate,94396,33.9447322664,-118.192550525
CA,Stockton,291707,37.9766322679,-121.311121669
CA,Sunnyvale,140081,37.3834416566,-122.025624324
CA,Temecula,100097,33.5029980884,-117.12239028
CA,Thousand Oaks,126683,34.1917745655,-118.874888411
CA,Torrance,145438,33.8345985464,-118.341641983
CA,Tracy,82922,37.7243277375,-121.444621463
CA,Turlock,68549,37.5052158271,-120.858762412
CA,Tustin,75540,33.7308520326,-117.810730968
CA,Union City,69516,37.6028390812,-122.018966106
CA,Upland,73732,34.1178445701,-117.660290062
CA,Vacaville,92428,38.3597235063,-121.96903046
CA,Vallejo,115942,38.1135329247,-122.235518478
CA,Victorville,115903,34.5277691103,-117.353855136
CA,Visalia,124442,36.3270623157,-119.325273214
CA,Vista,93834,33.1895481978,-117.238607217
CA,West Covina,106098,34.0554415174,-117.91128206
CA,Westminster,89701,33.7521523769,-117.993760054
CA,Whittier,85331,33.9678255596,-118.018796341
CO,Arvada,106433,39.8308263293,-105.146327974
CO,Aurora,325078,39.7091594781,-104.726526621
CO,Boulder,97385,40.0275510494,-105.25151776
CO,Centennial,100377,39.592872073,-104.867986891
CO,Colorado Springs,416427,38.8672748077,-104.760664479
CO,Denver,600158,39.7620283743,-104.876365322
CO,Fort Collins,143986,40.5487758924,-105.065904872
CO,Greeley,92889,40.4141369521,-104.771170982
CO,Lakewood,142980,39.6976734462,-105.116965444
CO,Longmont,86270,40.1695164708,-105.10195106
CO,Loveland,66859,40.4165693758,-105.061758435
CO,Pueblo,106595,38.2733957251,-104.612001218
CO,Thornton,118772,39.9193994188,-104.944956758
CO,Westminster,106114,39.8838511475,-105.062645316
CT,Bridgeport,144229,41.1928054233,-73.196054694
CT,Danbury,80893,41.4015898606,-73.470938682
CT,Hartford,124775,41.7660706419,-72.6834012389
CT,New Britain,73206,41.675922654,-72.7861630705
CT,New Haven,129779,41.3113869392,-72.9247595793
CT,Norwalk,85603,41.1175631682,-73.4224513123
CT,Stamford,122643,41.1049145013,-73.5589363142
CT,Waterbury,110366,41.5582443266,-73.036129832
DE,Wilmington,70851,39.7412748227,-75.5418960925
DC,Washington,601723,38.9099241426,-77.0147205666
FL,Boca Raton,84392,26.3749012715,-80.1078208861
FL,Boynton Beach,68217,26.5279818052,-80.0814660417
FL,Cape Coral,154305,26.6448544993,-81.9931108298
FL,Clearwater,107685,27.9805997919,-82.7544099135
FL,Coral Springs,121096,26.2701700158,-80.2592221493
FL,Davie,91992,26.0789340778,-80.2869750311
FL,Deerfield Beach,75018,26.3049966413,-80.1277706584
FL,Deltona,85182,28.905060048,-81.2134269839
FL,Fort Lauderdale,165521,26.1418205174,-80.1471225502
FL,Gainesville,124354,29.6817027431,-82.345278266
FL,Hialeah,224669,25.869626948,-80.3045294666
FL,Hollywood,140768,26.0287025703,-80.1683976059
FL,Jacksonville,821784,30.3319820139,-81.6752266207
FL,Lakeland,97422,28.0558482664,-81.9539536462
FL,Largo,77648,27.9090907734,-82.7714203383
FL,Lauderhill,66887,26.1605584187,-80.2241278263
FL,Melbourne,76068,28.1158805782,-80.6508814613
FL,Miami,399457,25.782295897,-80.2215647762
FL,Miami Beach,87779,25.8167101614,-80.1341952652
FL,Miami Gardens,107167,25.9432633871,-80.2425332162
FL,Miramar,122041,25.9773288233,-80.3357316003
FL,Orlando,238300,28.4800646771,-81.3452411179
FL,Palm Bay,103190,27.9838255249,-80.6666722846
FL,Palm Coast,75180,29.5405590976,-81.2508206143
FL,Pembroke Pines,154750,26.0127387534,-80.3384522664
FL,Plantation,84955,26.1259853923,-80.2616762465
FL,Pompano Beach,99845,26.2428335699,-80.131245161
FL,Port St. Lucie,164603,27.2808680308,-80.3832154574
FL,St. Petersburg,244769,27.792894971,-82.6650743239
FL,Sunrise,84439,26.1546878303,-80.299841102
FL,Tallahassee,181376,30.4548951211,-84.2526459938
FL,Tampa,335709,27.996198041,-82.4450349799
FL,West Palm Beach,99919,26.7478714655,-80.1337397544
GA,Albany,77434,31.5776036766,-84.1763240815
GA,Athens,115452,33.9508170683,-83.3689417445
GA,Atlanta,420003,33.7626524683,-84.4231419055
GA,Augusta,195844,33.3644561527,-82.0708396775
GA,Columbus,189885,32.5099614852,-84.8770410586
GA,Johns Creek,76728,34.0332991998,-84.2027195506
GA,Macon,91351,32.8320417692,-83.6495823768
GA,Roswell,88346,34.0391384583,-84.3512225277
GA,Sandy Springs,93853,33.9366669867,-84.3703197084
GA,Savannah,136286,32.0283615157,-81.1783435493
GA,Warner Robins,66588,32.5985113609,-83.6530271267
HI,Honolulu,953207,21.4588039305,-157.973296737
ID,Boise City,205671,43.5984343897,-116.230885189
ID,Meridian,75092,43.6185195383,-116.39758487
ID,Nampa,81557,43.5829315681,-116.564145085
IL,Arlington Heights,75101,42.095623342,-87.9825627457
IL,Aurora,197899,41.7637750837,-88.2900949057
IL,Bloomington,76610,40.4756778366,-88.9700813515
IL,Bolingbrook,73366,41.6911653908,-88.1011218035
IL,Champaign,81055,40.1151051361,-88.2729845986
IL,Chicago,2695598,41.8372950615,-87.6862308732
IL,Cicero,83891,41.844539143,-87.7592873023
IL,Decatur,76122,39.8555822645,-88.9336983421
IL,Elgin,108188,42.0385402472,-88.3224947104
IL,Evanston,74486,42.0463099649,-87.6940348773
IL,Joliet,147433,41.5206390037,-88.1507097756
IL,Naperville,141853,41.7482001145,-88.1657705099
IL,Palatine,68557,42.1180663695,-88.042989882
IL,Peoria,115007,40.7515684146,-89.615255458
IL,Rockford,152871,42.2633180015,-89.0625958362
IL,Schaumburg,74227,42.0305488755,-88.0838663543
IL,Springfield,116250,39.7716473322,-89.6540780049
IL,Waukegan,89078,42.3702955582,-87.8712595095
IN,Bloomington,80405,39.1637458221,-86.5257124351
IN,Carmel,79191,39.9658404613,-86.1461278461
IN,Evansville,117429,37.9867158026,-87.538270731
IN,Fishers,76794,39.9587635263,-85.969310702
IN,Fort Wayne,253691,41.0884920417,-85.1435898792
IN,Gary,80294,41.5904779239,-87.3472907397
IN,Hammond,80830,41.6171442828,-87.4909551115
IN,Indianapolis,820445,39.7771221075,-86.145782152
IN,Lafayette,67140,40.3994285285,-86.8617007404
IN,Muncie,70085,40.1987098324,-85.3942940148
IN,South Bend,101168,41.6769914549,-86.2690372417
IA,Cedar Rapids,126326,41.966729258,-91.6781679349
IA,Davenport,99685,41.5557926876,-90.6051730163
IA,Des Moines,203433,41.5741349525,-93.6165066086
IA,Iowa City,67862,41.6558950332,-91.5308854927
IA,Sioux City,82684,42.4963149039,-96.3913834837
IA,Waterloo,68406,42.4919736932,-92.3521759342
KS,Kansas City,145786,39.1234621409,-94.7441921112
KS,Lawrence,87643,38.9599302924,-95.2628259088
KS,Olathe,125872,38.884693021,-94.8192070197
KS,Overland Park,173372,38.8872922575,-94.6872267067
KS,Topeka,127473,39.0359549911,-95.6954155341
KS,Wichita,382368,37.690561478,-97.3429366807
KY,Lexington,295803,38.0423254022,-84.4587259608
KY,Louisville,597337,38.1777689918,-85.6664099974
LA,Baton Rouge,229493,30.4510891679,-91.1263551997
LA,Kenner,66702,30.0106937201,-90.2550320135
LA,Lafayette,120623,30.2120582815,-92.0317532321
LA,Lake Charles,71993,30.2030679966,-93.2148796496
LA,New Orleans,343829,30.0687009935,-89.9316317895
LA,Shreveport,199311,32.4671618864,-93.7962236108
ME,Portland,66194,43.6779836271,-70.2752544531
MD,Baltimore,620961,39.3084523991,-76.6160492311
MA,Boston,617594,42.3155796777,-71.0916505804
MA,Brockton,93810,42.082071372,-71.0241656338
MA,Cambridge,105162,42.3758188051,-71.1183992378
MA,Fall River,88857,41.7139907598,-71.0996396919
MA,Lawrence,76377,42.7002772201,-71.1626790341
MA,Lowell,106519,42.6388727331,-71.321714396
MA,Lynn,90329,42.4783322881,-70.9662372538
MA,New Bedford,95072,41.6712667258,-70.9441204537
MA,Newton,85146,42.3316567616,-71.2084466944
MA,Quincy,92271,42.2492981918,-71.0218764062
MA,Somerville,75754,42.3905738858,-71.1017450879
MA,Springfield,153060,42.1154977999,-72.5395254143
MA,Worcester,181045,42.2705425446,-71.8079404584
MI,Ann Arbor,113934,42.2756833567,-83.7311374448
MI,Dearborn,98153,42.3126884626,-83.2129368006
MI,Detroit,713777,42.3847015631,-83.1053178776
MI,Farmington Hills,79740,42.4859956992,-83.3771159714
MI,Flint,102434,43.0236339386,-83.6920640313
MI,Grand Rapids,188040,42.9614815414,-85.6556858473
MI,Kalamazoo,74262,42.2748756474,-85.588188576
MI,Lansing,114297,42.7090711751,-84.5584470022
MI,Livonia,96942,42.3971592737,-83.3733073683
MI,Rochester Hills,70995,42.6645256768,-83.1563037157
MI,Southfield,71739,42.4765016267,-83.2605284738
MI,Sterling Heights,129699,42.580985283,-83.0303680858
MI,Troy,80980,42.5817340358,-83.1457545154
MI,Warren,134056,42.4934233034,-83.0270075248
MI,Westland,84094,42.3192220455,-83.3805461719
MI,Wyoming,72125,42.8909745661,-85.7067229249
MN,Bloomington,82893,44.8305852429,-93.3150995817
MN,Brooklyn Park,75781,45.1112033916,-93.3505067942
MN,Duluth,86265,46.7854703427,-92.1342013763
MN,Minneapolis,382578,44.9635407967,-93.2678345304
MN,Plymouth,70576,45.022462874,-93.4616016242
MN,Rochester,106769,44.0150574384,-92.4775005494
MN,St. Paul,285068,44.9477402558,-93.1039958305
MS,Gulfport,67793,30.427377008,-89.0701908439
MS,Jackson,173514,32.31627222,-90.2124528561
MO,Columbia,108500,38.9481109651,-92.3260129764
MO,Independence,116830,39.0870794771,-94.3502748237
MO,Kansas City,459787,39.1239413971,-94.5541236795
MO,Lee's Summit,91364,38.9170508128,-94.3814865856
MO,O'Fallon,79329,38.7852244161,-90.7176856736
MO,St. Joseph,76780,39.7598312179,-94.8209246813
MO,St. Louis,319294,38.6358122615,-90.2451186799
MO,Springfield,159498,37.1942661484,-93.2914273656
MT,Billings,104170,45.7893102609,-108.54882784
MT,Missoula,66788,46.8694402455,-114.009863843
NE,Lincoln,258379,40.8096195695,-96.6806742049
NE,Omaha,408958,41.2642309111,-96.0415076441
NV,Henderson,257729,36.0122394916,-115.037392161
NV,Las Vegas,583756,36.2274148438,-115.262670095
NV,North Las Vegas,216961,36.2891993562,-115.088496088
NV,Reno,225221,39.5540171998,-119.852733516
NV,Sparks,90264,39.573373276,-119.713134168
NH,Manchester,109565,42.9844541713,-71.4445313287
NH,Nashua,86494,42.7491554459,-71.4909587631
NJ,Camden,77344,39.9361910066,-75.1072961899
NJ,Clifton,84136,40.8631217425,-74.1575145342
NJ,Elizabeth,124969,40.6664447729,-74.1938679138
NJ,Jersey City,247597,40.7188130852,-74.0687740635
NJ,Newark,277140,40.7260693449,-74.1752997118
NJ,Passaic,69781,40.8574581109,-74.1281123174
NJ,Paterson,146199,40.9146874977,-74.1624181271
NJ,Trenton,84913,40.2237289981,-74.7639943311
NJ,Union City,66455,40.7674606884,-74.032293507
NM,Albuquerque,545852,35.1055025771,-106.647447696
NM,Las Cruces,97618,32.326638797,-106.789465579
NM,Rio Rancho,87521,35.287307935,-106.697981552
NM,Santa Fe,67947,35.6662719601,-105.972662995
NY,Albany,97856,42.6663969604,-73.7986826267
NY,Buffalo,261310,42.9014518233,-78.8475237264
NY,Mount Vernon,67292,40.9136008569,-73.8291001676
NY,New Rochelle,77062,40.9321713141,-73.7843883178
NY,New York,8175133,40.694960689,-73.9313850409
NY,Rochester,210565,43.1679802918,-77.6162348882
